trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T1703,2025-02-02,D013,Cusco,Chiclayo,-13.57498,-71.96321,-6.81235,-79.79465,1139.76,1.0,0.74,269,50.9,25.76,310.4
T1704,2025-02-02,D003,Chiclayo,Tacna,-6.81726,-79.82786,-18.0316,-70.31593,1617.97,20.3,0.33,43,58.3,26.5,448.9
T1705,2025-02-02,D005,Tacna,Lima,-18.0402,-70.22897,-12.01531,-77.00032,988.43,8.2,0.92,18,41.3,25.33,329.2
T1706,2025-02-02,D018,Tacna,Ica,-18.02825,-70.18843,-14.17071,-75.71399,729.57,22.2,0.82,629,29.5,28.41,200.0
T1707,2025-02-02,D031,Tacna,Trujillo,-18.03648,-70.29652,-8.10823,-79.02481,1452.52,8.4,1.0,186,56.0,27.53,344.6
T1708,2025-02-02,D016,Cusco,Tacna,-13.63464,-71.97329,-18.01746,-70.25356,520.9,15.7,0.47,721,58.3,11.17,145.5
T1709,2025-02-02,D011,Chiclayo,Lima,-6.77007,-79.88656,-12.07554,-77.03659,667.6,19.5,0.64,109,52.3,14.48,243.4
T1710,2025-02-02,D018,Chiclayo,Trujillo,-6.79793,-79.83328,-8.04717,-79.08676,161.47,1.0,1.0,0,34.4,4.85,69.0
T1711,2025-02-02,D005,Lima,Cusco,-12.05904,-77.00595,-13.48663,-71.97017,568.68,9.1,0.23,499,45.2,12.74,167.0
T1712,2025-02-02,D017,Tacna,Chiclayo,-18.00719,-70.29339,-6.68739,-79.79944,1626.8,8.1,0.5,19,24.9,63.05,433.7
T1713,2025-02-02,D023,Arequipa,Lima,-16.40849,-71.4798,-11.9125,-77.0255,779.23,11.4,0.69,520,53.9,13.07,239.4
T1714,2025-02-02,D039,Cusco,Chiclayo,-13.50127,-71.96753,-6.8003,-79.84191,1138.89,30.8,0.56,322,48.2,30.54,312.1
T1715,2025-02-02,D004,Ica,Cusco,-14.13786,-75.70238,-13.5551,-72.04399,400.25,7.6,0.16,78,47.6,9.45,127.5
T1716,2025-02-02,D003,Lima,Arequipa,-12.07302,-76.99777,-16.42008,-71.57942,757.93,18.6,0.52,132,56.2,14.35,212.4
T1717,2025-02-02,D004,Ica,Trujillo,-14.0716,-75.73543,-8.10132,-79.0675,756.82,2.4,0.27,743,54.6,12.66,184.5
T1718,2025-02-02,D024,Lima,Cusco,-12.05075,-77.05435,-13.63434,-71.99292,576.26,7.4,0.65,225,45.0,13.1,166.5
T1719,2025-02-02,D006,Ica,Puno,-14.04698,-75.72948,-15.83068,-70.02628,643.99,14.4,0.84,216,60.7,10.56,193.8
T1720,2025-02-02,D020,Puno,Trujillo,-15.85922,-69.97362,-8.12328,-79.05882,1309.46,6.7,0.47,49,60.7,25.56,295.1
T1721,2025-02-02,D026,Arequipa,Lima,-16.42574,-71.47354,-12.028,-77.13278,781.64,16.4,0.93,617,43.2,22.76,258.0
T1722,2025-02-02,D032,Ica,Lima,-14.15386,-75.77552,-12.06962,-77.04186,269.29,11.5,0.29,465,71.3,4.74,83.3
T1723,2025-02-02,D032,Tacna,Lima,-17.97287,-70.26595,-12.0637,-77.13677,987.73,12.7,0.36,243,34.9,32.26,334.0
T1724,2025-02-02,D038,Ica,Chiclayo,-14.12477,-75.77072,-6.79297,-79.82713,927.95,4.6,0.28,0,49.5,22.61,224.2
T1725,2025-02-02,D034,Tacna,Chiclayo,-17.99369,-70.28044,-6.71644,-79.88375,1629.84,4.7,0.56,439,59.9,33.47,367.6
T1726,2025-02-02,D006,Trujillo,Puno,-8.16596,-79.0567,-15.87042,-69.96118,1307.94,7.9,0.5,344,49.7,26.8,344.8
T1727,2025-02-02,D004,Tacna,Trujillo,-18.07848,-70.15353,-8.15131,-79.05393,1464.49,20.7,0.77,274,39.9,46.73,459.4
T1728,2025-02-03,D027,Tacna,Lima,-18.02467,-70.14188,-12.01625,-77.05221,998.24,10.7,0.78,0,55.4,21.23,263.2
T1729,2025-02-03,D004,Cusco,Tacna,-13.56706,-71.97153,-18.01495,-70.13928,532.0,11.6,0.77,361,60.0,8.02,187.8
T1730,2025-02-03,D002,Lima,Tacna,-12.08837,-77.06412,-17.90202,-70.20422,979.89,16.1,0.6,268,45.2,26.72,288.6
T1731,2025-02-03,D008,Cusco,Lima,-13.43787,-71.91897,-12.05669,-76.97988,569.94,10.7,0.46,0,64.6,10.2,178.4
T1732,2025-02-03,D017,Chiclayo,Trujillo,-6.8241,-79.81825,-8.1434,-79.00202,172.1,8.3,0.27,290,34.0,5.31,48.7
T1733,2025-02-03,D018,Puno,Chiclayo,-15.97066,-70.0348,-6.76319,-79.91529,1485.08,13.3,0.16,759,51.6,28.2,382.3
T1734,2025-02-03,D004,Ica,Puno,-14.03868,-75.72003,-15.85758,-70.02797,644.04,3.9,0.33,186,51.6,12.98,191.7
T1735,2025-02-03,D016,Trujillo,Tacna,-8.16968,-79.03997,-18.02852,-70.27229,1449.39,18.1,0.52,162,42.7,40.79,475.1
T1736,2025-02-03,D005,Tacna,Cusco,-18.05311,-70.2045,-13.49365,-71.97063,541.05,1.0,0.05,499,60.4,10.76,152.7
T1737,2025-02-03,D035,Ica,Lima,-14.09568,-75.77185,-12.02846,-77.04362,267.98,8.8,0.68,265,61.0,4.22,104.3
T1738,2025-02-03,D006,Trujillo,Arequipa,-8.17116,-78.98944,-16.38193,-71.48386,1223.62,5.3,0.7,287,39.2,28.83,395.9
T1739,2025-02-03,D031,Tacna,Arequipa,-17.98788,-70.20788,-16.34987,-71.56389,232.22,7.2,0.16,772,50.8,4.59,72.5
T1740,2025-02-03,D027,Ica,Trujillo,-14.09712,-75.72296,-8.11896,-78.94723,752.01,15.6,0.26,527,60.4,15.59,188.2
T1741,2025-02-03,D011,Cusco,Lima,-13.577,-71.99412,-12.09886,-77.01843,568.94,2.5,0.72,677,25.5,28.95,174.7
T1742,2025-02-03,D019,Tacna,Puno,-18.02066,-70.28821,-15.87746,-70.01856,240.03,1.0,0.62,0,56.9,4.36,64.3
T1743,2025-02-03,D037,Arequipa,Lima,-16.40553,-71.50927,-12.09531,-77.05798,766.22,4.7,0.26,65,46.8,19.17,172.1
T1744,2025-02-03,D017,Chiclayo,Puno,-6.73179,-79.7899,-15.87096,-69.93924,1477.69,8.3,0.55,161,50.1,35.02,357.7
T1745,2025-02-03,D035,Chiclayo,Lima,-6.82099,-79.89461,-12.06919,-77.01602,663.46,1.0,0.64,0,55.6,10.76,164.2
T1746,2025-02-03,D038,Puno,Arequipa,-15.8033,-70.03891,-16.41473,-71.62179,182.25,3.3,0.14,214,49.5,4.6,46.3
T1747,2025-02-03,D021,Arequipa,Tacna,-16.50439,-71.60771,-17.97317,-70.24721,218.06,13.4,0.94,0,40.3,6.5,103.4
T1748,2025-02-03,D012,Tacna,Ica,-17.91458,-70.31647,-14.01038,-75.70563,721.27,19.7,0.56,176,46.2,20.01,226.3
T1749,2025-02-03,D015,Trujillo,Cusco,-8.12548,-79.05749,-13.58138,-71.87629,991.22,5.9,0.05,231,54.0,23.59,243.9
T1750,2025-02-03,D036,Tacna,Puno,-18.08146,-70.24183,-15.87668,-70.02851,246.21,1.0,0.28,58,51.0,5.74,66.1
T1751,2025-02-03,D039,Chiclayo,Ica,-6.72254,-79.92472,-14.11882,-75.78062,938.86,27.9,0.75,645,62.3,14.65,276.5
T1752,2025-02-03,D009,Tacna,Chiclayo,-17.99179,-70.16731,-6.82812,-79.8782,1627.54,14.1,0.05,433,46.2,39.15,359.3
T1753,2025-02-03,D022,Trujillo,Puno,-8.10442,-79.01582,-15.82696,-70.06016,1297.96,5.7,0.73,174,49.4,26.14,321.1
T1754,2025-02-03,D022,Trujillo,Ica,-8.08472,-79.15126,-14.12484,-75.74602,767.46,1.0,0.64,187,32.6,29.38,194.9
T1755,2025-02-03,D004,Lima,Cusco,-12.1038,-76.95188,-13.53607,-71.98135,561.94,15.3,0.63,645,51.3,11.16,164.7
T1756,2025-02-03,D019,Ica,Tacna,-14.11394,-75.75762,-17.99537,-70.27766,727.32,10.7,0.62,206,53.2,13.92,242.2
T1757,2025-02-03,D032,Lima,Puno,-12.02209,-77.01025,-15.74837,-69.99199,863.33,10.8,1.0,433,45.6,19.74,292.1
T1758,2025-02-03,D033,Trujillo,Arequipa,-8.13705,-79.06805,-16.4144,-71.42813,1238.86,13.3,0.55,344,30.0,45.46,379.2
T1759,2025-02-03,D023,Ica,Arequipa,-14.11725,-75.70367,-16.39205,-71.53904,513.37,17.8,0.57,237,56.1,8.26,161.5
T1760,2025-02-03,D038,Ica,Lima,-14.04432,-75.74153,-12.11654,-76.99057,253.47,15.0,0.76,632,45.8,5.97,118.0
T1761,2025-02-03,D036,Trujillo,Tacna,-8.07685,-78.9902,-18.02105,-70.21388,1457.31,6.0,0.43,293,46.6,31.67,382.3
T1762,2025-02-03,D014,Ica,Puno,-14.08905,-75.68725,-15.81334,-69.94521,645.94,20.2,0.75,270,40.7,17.51,206.9
T1763,2025-02-03,D012,Chiclayo,Trujillo,-6.86372,-79.79999,-8.15022,-79.08048,163.57,20.4,0.4,369,57.9,2.7,74.7
T1764,2025-02-03,D004,Chiclayo,Puno,-6.7969,-79.80946,-15.82165,-70.06526,1460.53,9.0,0.69,417,44.7,29.47,491.1
T1765,2025-02-03,D013,Lima,Puno,-12.14297,-77.0415,-15.83974,-69.9906,864.55,13.5,0.38,169,35.9,22.03,290.1
T1766,2025-02-03,D005,Chiclayo,Puno,-6.80076,-79.7634,-15.83963,-70.10987,1454.42,35.0,1.0,322,41.0,41.21,444.2
T1767,2025-02-03,D039,Tacna,Arequipa,-18.10502,-70.20226,-16.39632,-71.55273,238.04,16.6,0.51,0,45.2,6.15,103.4
T1768,2025-02-03,D036,Trujillo,Tacna,-8.14319,-79.03794,-17.99699,-70.19575,1454.33,8.5,0.34,486,52.1,25.79,352.0
T1769,2025-02-04,D036,Puno,Chiclayo,-15.81372,-69.98236,-6.77597,-79.82315,1469.21,11.3,0.05,397,57.2,29.22,366.6
T1770,2025-02-04,D034,Chiclayo,Lima,-6.67216,-79.86479,-12.00754,-76.97637,672.55,3.3,0.12,0,66.4,10.71,190.0
T1771,2025-02-04,D001,Lima,Cusco,-11.9748,-76.83989,-13.57002,-72.03103,550.81,1.0,0.07,490,64.8,10.97,125.4
T1772,2025-02-04,D028,Trujillo,Arequipa,-8.10178,-78.90975,-16.3737,-71.55247,1218.16,9.1,0.49,127,37.0,33.5,392.2
T1773,2025-02-04,D026,Puno,Ica,-15.83296,-70.07387,-14.07186,-75.70211,635.52,20.6,0.36,135,37.1,18.5,210.2
T1774,2025-02-04,D010,Trujillo,Puno,-8.13151,-79.00017,-15.88072,-70.07584,1297.26,15.2,0.2,42,43.8,31.35,343.5
T1775,2025-02-04,D023,Arequipa,Trujillo,-16.42112,-71.55014,-8.09105,-79.06481,1234.23,16.0,0.85,531,57.8,22.24,425.6
T1776,2025-02-04,D005,Cusco,Ica,-13.65953,-71.96439,-14.09895,-75.66287,402.22,14.8,0.65,134,35.8,10.53,147.0
T1777,2025-02-04,D021,Lima,Tacna,-11.87279,-77.05258,-17.94358,-70.22177,996.87,2.7,0.78,0,32.7,38.28,321.3
T1778,2025-02-04,D032,Chiclayo,Tacna,-6.72938,-79.82504,-17.97816,-70.24015,1626.14,16.9,0.35,581,37.4,46.0,473.6
T1779,2025-02-04,D009,Cusco,Puno,-13.49489,-71.93808,-15.73936,-69.95211,328.54,2.3,0.64,576,61.7,5.27,90.9
T1780,2025-02-04,D033,Cusco,Arequipa,-13.49776,-71.96064,-16.36614,-71.49506,322.85,9.7,0.6,361,32.2,9.45,113.2
T1781,2025-02-04,D016,Chiclayo,Cusco,-6.75992,-79.7501,-13.53408,-71.92195,1140.43,12.7,0.48,198,46.4,31.39,297.8
T1782,2025-02-04,D036,Chiclayo,Puno,-6.72195,-79.86677,-15.94302,-69.98824,1486.06,4.7,0.49,98,59.8,24.2,422.1
T1783,2025-02-04,D028,Puno,Trujillo,-15.88588,-69.98004,-8.0976,-78.99571,1307.61,20.8,0.19,334,54.6,30.27,314.3
T1784,2025-02-04,D038,Cusco,Puno,-13.43903,-72.02063,-15.91842,-70.01125,350.31,26.2,0.23,466,53.7,6.22,144.6
T1785,2025-02-04,D007,Chiclayo,Arequipa,-6.78849,-79.72798,-16.33519,-71.5361,1386.05,3.0,0.52,439,39.9,32.88,358.6
T1786,2025-02-04,D038,Tacna,Lima,-18.13264,-70.21372,-12.07973,-77.03335,994.15,21.3,0.1,353,59.1,19.82,344.9
T1787,2025-02-04,D036,Chiclayo,Trujillo,-6.77299,-79.86423,-8.16559,-79.00452,181.55,22.1,0.78,75,42.0,4.71,88.0
T1788,2025-02-04,D037,Ica,Lima,-14.09391,-75.6851,-12.07918,-76.96891,263.67,21.5,0.26,203,61.8,4.42,92.2
T1789,2025-02-04,D016,Tacna,Cusco,-17.98152,-70.24689,-13.51342,-71.96785,529.85,11.9,0.63,0,57.2,10.47,160.3
T1790,2025-02-04,D022,Trujillo,Arequipa,-8.214,-79.05123,-16.42275,-71.49081,1227.34,3.7,0.26,340,62.0,19.79,288.9
T1791,2025-02-04,D034,Arequipa,Ica,-16.39461,-71.45982,-14.07174,-75.83881,536.09,1.0,0.44,386,45.5,14.67,129.2
T1792,2025-02-04,D010,Tacna,Lima,-17.98738,-70.2439,-12.03637,-77.07569,987.73,15.2,0.52,187,61.6,15.12,299.9
T1793,2025-02-04,D035,Trujillo,Chiclayo,-8.07464,-78.87574,-6.81142,-79.89864,180.14,12.7,0.68,496,46.3,4.21,65.8
T1794,2025-02-04,D006,Arequipa,Trujillo,-16.39895,-71.53819,-7.97846,-78.9765,1236.49,9.1,0.44,586,35.3,44.94,390.3
T1795,2025-02-04,D001,Tacna,Puno,-18.03545,-70.26691,-15.83313,-70.01906,246.3,10.8,0.59,71,46.6,6.67,95.4
T1796,2025-02-04,D017,Cusco,Puno,-13.5083,-72.01589,-15.88142,-70.05357,337.89,6.7,0.55,0,53.0,7.7,94.8
T1797,2025-02-04,D026,Chiclayo,Tacna,-6.80088,-79.94821,-17.92781,-70.21565,1626.08,9.8,0.05,591,47.7,42.61,391.8
T1798,2025-02-04,D012,Cusco,Arequipa,-13.44231,-71.95215,-16.43967,-71.54256,336.18,25.8,0.54,61,35.0,9.02,161.9
T1799,2025-02-04,D013,Tacna,Cusco,-18.02419,-70.33445,-13.54122,-72.01942,530.07,11.5,0.71,584,56.3,9.58,187.7
T1800,2025-02-04,D027,Lima,Ica,-12.06538,-77.10708,-13.98736,-75.72948,260.66,2.7,0.05,388,56.6,4.16,52.8
T1801,2025-02-04,D010,Arequipa,Ica,-16.42903,-71.49191,-14.03986,-75.74113,527.6,22.0,0.35,127,50.1,11.96,167.6
T1802,2025-02-04,D034,Puno,Chiclayo,-15.82822,-70.0005,-6.70583,-79.84747,1476.21,10.2,0.52,576,41.6,35.57,483.6
T1803,2025-02-04,D028,Trujillo,Arequipa,-8.14696,-78.99226,-16.38051,-71.60254,1217.21,29.8,0.19,379,51.7,28.84,309.3
T1804,2025-02-04,D034,Tacna,Ica,-17.94626,-70.27444,-14.14406,-75.69985,717.44,18.9,0.56,253,58.0,14.56,196.5
T1805,2025-02-04,D009,Arequipa,Tacna,-16.4776,-71.51254,-17.97223,-70.20094,216.85,12.0,0.46,354,59.2,4.59,85.2
T1806,2025-02-04,D010,Puno,Lima,-15.88031,-70.02714,-12.04848,-77.09529,873.49,7.5,0.48,412,47.1,23.31,206.2
T1807,2025-02-04,D033,Cusco,Ica,-13.58616,-71.99106,-14.10832,-75.76643,411.71,19.0,0.34,175,60.9,8.1,135.7
T1808,2025-02-04,D025,Tacna,Chiclayo,-17.99385,-70.16097,-6.69834,-79.89232,1640.32,14.2,0.75,270,42.0,41.99,492.8
T1809,2025-02-04,D018,Chiclayo,Cusco,-6.78888,-79.83536,-13.44606,-71.95598,1136.2,2.8,0.31,129,51.2,20.14,246.1
T1810,2025-02-04,D007,Puno,Arequipa,-15.8415,-69.97425,-16.46422,-71.46603,173.72,13.3,0.69,228,45.6,4.3,80.0
T1811,2025-02-04,D028,Chiclayo,Trujillo,-6.71562,-79.77195,-8.10251,-78.97081,177.72,21.8,0.65,260,34.8,5.26,101.9
T1812,2025-02-04,D015,Ica,Tacna,-14.04574,-75.71823,-17.97803,-70.25723,729.16,18.1,0.24,235,57.6,14.67,232.6
T1813,2025-02-04,D007,Trujillo,Cusco,-8.08977,-79.10509,-13.67342,-71.98284,994.87,12.3,0.05,759,55.5,18.18,215.0
T1814,2025-02-04,D024,Cusco,Puno,-13.61329,-71.98677,-15.81372,-69.97593,326.54,9.0,0.61,171,47.9,6.15,114.7
T1815,2025-02-04,D037,Arequipa,Puno,-16.40398,-71.56548,-15.79519,-70.07733,172.8,27.6,0.62,83,59.4,3.4,96.6
T1816,2025-02-04,D040,Lima,Tacna,-12.0033,-76.96558,-17.98902,-70.2024,984.92,10.2,1.0,79,32.6,31.4,279.5
T1817,2025-02-04,D037,Arequipa,Chiclayo,-16.47511,-71.43553,-6.79832,-79.9146,1417.11,23.8,0.27,543,63.6,22.57,448.6
T1818,2025-02-04,D033,Cusco,Arequipa,-13.58097,-71.88916,-16.44945,-71.57324,320.76,8.2,0.42,632,50.7,7.69,81.7
T1819,2025-02-04,D018,Chiclayo,Tacna,-6.80126,-79.78011,-18.02735,-70.25198,1620.12,5.5,0.56,242,49.9,31.73,440.1
T1820,2025-02-04,D001,Ica,Trujillo,-14.07684,-75.70672,-8.01869,-78.99947,763.4,13.1,0.46,0,79.2,9.69,224.7
T1821,2025-02-04,D020,Chiclayo,Tacna,-6.78165,-79.73575,-17.99803,-70.14618,1623.61,11.9,0.71,143,43.0,41.08,375.7
T1822,2025-02-04,D024,Tacna,Trujillo,-17.9728,-70.36116,-8.08978,-79.06319,1446.97,16.7,0.05,302,58.6,25.76,361.5
T1823,2025-02-04,D029,Trujillo,Tacna,-8.13121,-78.96177,-18.04817,-70.18736,1454.78,22.6,0.68,105,52.5,32.88,445.5
T1824,2025-02-04,D029,Tacna,Lima,-17.97706,-70.24309,-12.12896,-77.0631,979.06,11.9,0.45,514,66.5,14.73,252.1
T1825,2025-02-05,D004,Cusco,Ica,-13.51166,-71.99939,-14.09116,-75.7373,408.74,16.6,0.5,248,52.2,7.8,153.8
T1826,2025-02-05,D029,Cusco,Tacna,-13.54515,-72.01984,-18.021,-70.19825,534.48,25.5,0.49,155,52.4,9.49,172.3
T1827,2025-02-05,D037,Arequipa,Cusco,-16.44239,-71.46146,-13.40958,-71.91097,340.67,8.8,0.46,471,54.2,6.61,104.1
T1828,2025-02-05,D006,Trujillo,Ica,-8.01021,-79.0392,-14.08169,-75.66372,768.99,2.9,0.55,781,37.7,26.12,220.4
T1829,2025-02-05,D029,Trujillo,Tacna,-8.03621,-79.02798,-17.96486,-70.21939,1458.4,13.8,0.83,465,35.1,40.86,327.7
T1830,2025-02-05,D016,Cusco,Tacna,-13.49138,-71.94121,-17.96758,-70.2442,529.82,5.6,0.76,0,47.6,13.77,162.0
T1831,2025-02-05,D030,Tacna,Lima,-18.02796,-70.26896,-12.07937,-77.05426,983.74,17.4,0.49,119,44.2,23.3,335.1
T1832,2025-02-05,D028,Arequipa,Puno,-16.46242,-71.49768,-15.85744,-70.04188,169.41,8.6,0.52,682,54.4,2.9,60.4
T1833,2025-02-05,D036,Ica,Arequipa,-14.01917,-75.70383,-16.46272,-71.57183,519.9,22.8,0.84,565,49.7,11.17,174.6
T1834,2025-02-05,D018,Tacna,Trujillo,-17.95484,-70.26333,-8.19894,-78.99879,1438.54,9.6,0.43,314,57.9,30.8,347.6
T1835,2025-02-05,D009,Ica,Trujillo,-14.07931,-75.67301,-8.03584,-78.99571,763.5,2.8,0.46,573,72.9,12.56,193.0
T1836,2025-02-05,D007,Arequipa,Cusco,-16.52987,-71.62797,-13.5625,-71.99642,332.32,8.7,0.81,270,25.1,13.09,128.9
T1837,2025-02-05,D013,Ica,Puno,-14.01807,-75.81014,-15.82135,-70.10142,645.28,15.6,0.17,306,47.9,16.48,171.1
T1838,2025-02-05,D001,Chiclayo,Cusco,-6.80604,-79.8691,-13.55526,-71.92626,1148.0,1.0,0.41,0,32.2,40.41,298.1
T1839,2025-02-05,D006,Trujillo,Cusco,-8.11378,-79.05265,-13.50142,-71.91554,982.88,14.1,1.0,155,27.5,39.35,344.2
T1840,2025-02-05,D036,Trujillo,Puno,-8.16755,-79.05183,-15.81835,-70.12442,1290.32,22.1,0.47,678,58.8,27.1,369.7
T1841,2025-02-05,D028,Lima,Cusco,-12.01405,-76.98583,-13.5441,-71.95198,571.75,24.9,0.5,380,66.6,8.94,189.6
T1842,2025-02-05,D018,Puno,Chiclayo,-15.84205,-69.97385,-6.72883,-79.90493,1482.14,20.4,0.57,0,38.2,45.13,409.4
T1843,2025-02-05,D010,Cusco,Chiclayo,-13.57879,-72.01859,-6.83532,-79.89276,1141.85,10.3,0.27,594,71.6,19.4,330.3
T1844,2025-02-05,D009,Lima,Arequipa,-12.02672,-77.0269,-16.42873,-71.51948,769.25,13.3,1.0,280,40.9,17.64,257.7
T1845,2025-02-05,D006,Trujillo,Cusco,-8.04313,-79.06847,-13.53031,-71.97027,986.35,1.0,0.32,631,44.6,27.93,260.0
T1846,2025-02-05,D005,Chiclayo,Tacna,-6.8013,-79.80662,-17.96547,-70.25618,1616.46,9.0,0.54,478,77.8,22.15,462.4
T1847,2025-02-05,D012,Tacna,Arequipa,-17.99747,-70.22833,-16.36944,-71.48466,224.9,10.6,0.32,0,43.6,6.3,78.3
T1848,2025-02-05,D029,Cusco,Arequipa,-13.55747,-71.93597,-16.39232,-71.55537,317.86,15.3,0.52,139,56.1,6.85,94.9
T1849,2025-02-05,D016,Puno,Arequipa,-15.81472,-70.03837,-16.36733,-71.53874,171.67,21.6,0.85,211,27.3,8.15,97.5
T1850,2025-02-05,D034,Trujillo,Ica,-8.16075,-79.08522,-14.11317,-75.68452,758.68,17.8,0.35,356,41.1,20.18,216.1
T1851,2025-02-05,D036,Cusco,Lima,-13.60241,-71.94117,-11.99509,-77.05183,582.24,7.5,0.69,256,52.5,12.18,141.3
T1852,2025-02-05,D012,Arequipa,Ica,-16.42952,-71.52165,-14.08635,-75.67432,516.04,18.6,0.73,402,37.5,14.39,198.2
T1853,2025-02-05,D001,Chiclayo,Ica,-6.74186,-79.83223,-14.03434,-75.72017,927.1,16.1,0.32,709,53.0,16.22,249.7
T1854,2025-02-05,D039,Ica,Lima,-14.02554,-75.73978,-12.09469,-77.02221,255.72,1.0,0.57,614,44.1,5.41,77.8
T1855,2025-02-05,D015,Cusco,Puno,-13.5064,-71.99831,-15.8532,-70.01096,337.32,23.7,0.34,390,47.5,7.86,118.9
T1856,2025-02-05,D039,Tacna,Ica,-17.97102,-70.26882,-14.09621,-75.70666,723.31,1.0,0.48,158,42.5,15.48,158.8
T1857,2025-02-05,D020,Arequipa,Chiclayo,-16.43394,-71.52096,-6.69061,-79.86189,1413.19,9.2,0.4,298,46.2,32.91,419.6
T1858,2025-02-05,D006,Arequipa,Chiclayo,-16.43616,-71.53067,-6.75885,-79.94018,1412.33,5.1,0.53,256,50.5,34.52,310.6
T1859,2025-02-05,D019,Tacna,Chiclayo,-18.04646,-70.25599,-6.65727,-79.8448,1638.42,15.6,0.42,353,38.4,51.89,437.9
T1860,2025-02-05,D011,Ica,Arequipa,-14.02312,-75.81545,-16.30122,-71.52926,525.11,1.0,0.46,291,64.6,7.63,141.8
T1861,2025-02-05,D013,Lima,Arequipa,-11.99187,-77.03008,-16.39855,-71.55536,766.93,1.0,0.59,867,47.3,19.56,168.6
T1862,2025-02-05,D019,Tacna,Arequipa,-17.96295,-70.21893,-16.45063,-71.49616,216.06,18.1,0.38,165,47.6,4.75,99.1
T1863,2025-02-05,D011,Ica,Arequipa,-14.06552,-75.80113,-16.49117,-71.62934,522.45,15.1,0.53,777,66.6,7.87,124.4
T1864,2025-02-05,D007,Ica,Trujillo,-14.17356,-75.68466,-8.06192,-79.06414,773.08,8.0,0.57,272,43.7,17.16,216.2
T1865,2025-02-05,D004,Trujillo,Cusco,-8.16585,-78.96198,-13.56564,-71.90571,976.6,8.6,0.41,485,49.0,20.43,241.3
T1866,2025-02-05,D022,Trujillo,Lima,-8.07993,-79.09734,-12.02483,-77.11489,489.4,4.2,0.5,605,48.1,12.22,152.9
T1867,2025-02-05,D032,Trujillo,Chiclayo,-8.07075,-78.99073,-6.83646,-79.78476,162.79,8.7,0.45,0,50.5,4.09,65.7
T1868,2025-02-05,D036,Arequipa,Puno,-16.3384,-71.60054,-15.88974,-70.08473,169.44,14.1,0.55,387,37.1,4.69,73.7
T1869,2025-02-05,D002,Ica,Puno,-14.00955,-75.75965,-15.80905,-70.02346,647.98,1.0,0.51,144,60.4,10.91,165.0
T1870,2025-02-05,D012,Chiclayo,Arequipa,-6.80676,-79.8106,-16.40217,-71.44144,1402.55,7.4,0.4,492,51.3,34.27,354.5
T1871,2025-02-05,D035,Ica,Puno,-13.99004,-75.7039,-15.74611,-70.04049,639.17,12.2,0.7,0,36.3,16.11,158.1
T1872,2025-02-05,D018,Chiclayo,Cusco,-6.8272,-79.91859,-13.54436,-71.9375,1148.84,18.1,0.98,345,32.4,44.77,271.6
T1873,2025-02-05,D021,Arequipa,Puno,-16.40051,-71.56722,-15.87028,-70.08015,169.43,12.7,0.63,468,58.9,2.81,76.8
T1874,2025-02-05,D003,Puno,Cusco,-15.77121,-70.06938,-13.60337,-71.96812,315.93,11.2,0.78,328,39.8,7.23,108.5
T1875,2025-02-05,D015,Ica,Puno,-14.06829,-75.78483,-15.81848,-70.04521,646.57,20.6,0.98,193,43.0,15.52,233.3
T1876,2025-02-05,D007,Puno,Chiclayo,-15.78175,-70.05619,-6.71303,-79.8585,1468.64,7.0,0.29,0,32.0,43.61,373.7
T1877,2025-02-05,D033,Lima,Arequipa,-12.07865,-77.0956,-16.39534,-71.60424,761.89,10.3,0.64,58,42.9,22.25,189.9
T1878,2025-02-05,D002,Lima,Ica,-12.01799,-77.02615,-14.08456,-75.74906,268.21,11.0,0.44,32,46.7,5.45,99.9
T1879,2025-02-05,D017,Lima,Chiclayo,-12.05537,-77.06228,-6.70684,-79.92035,672.27,20.5,0.51,0,48.5,15.78,212.3
T1880,2025-02-06,D033,Lima,Cusco,-12.00403,-77.06625,-13.54586,-71.95174,580.5,20.9,0.47,246,57.2,12.99,201.3
T1881,2025-02-06,D025,Lima,Arequipa,-12.02308,-77.06084,-16.38432,-71.54207,767.37,15.0,1.0,0,36.0,24.76,241.3
T1882,2025-02-06,D021,Trujillo,Ica,-8.10174,-79.0904,-14.06502,-75.83136,752.35,6.2,0.61,282,52.9,14.68,181.3
T1883,2025-02-06,D014,Puno,Tacna,-15.90877,-70.06555,-17.99748,-70.25287,233.11,17.4,0.32,244,59.1,4.21,88.1
T1884,2025-02-06,D013,Cusco,Chiclayo,-13.53781,-72.0098,-6.73608,-79.85644,1143.99,1.0,0.35,503,61.9,20.96,304.9
T1885,2025-02-06,D015,Lima,Cusco,-12.0183,-77.0163,-13.53367,-71.97817,571.71,1.0,0.29,0,40.6,14.37,156.9
T1886,2025-02-06,D004,Cusco,Puno,-13.4977,-71.93224,-15.86001,-70.05825,331.1,13.4,0.39,0,60.4,6.64,130.9
T1887,2025-02-06,D010,Chiclayo,Tacna,-6.69904,-79.86497,-17.97391,-70.30515,1626.68,14.9,0.63,171,43.3,34.62,414.8
T1888,2025-02-06,D037,Trujillo,Chiclayo,-8.09238,-79.05139,-6.87751,-79.85873,161.77,16.4,0.5,210,50.9,3.36,66.1
